idSesion,nivelEducativo,disciplina,fechaSesion,duracionMinutos,totalPrompts,tipoTarea,nivelAsistenciaIA,resultadoFinal,usoPosterior,satisfaccion
SESSION05182,Pregrado,Negocios,28/01/2025,31.93,7,Programación,4,Tarea completada,Sí,3.6
SESSION05183,Pregrado,Ciencias de la Computación,08/03/2025,5.82,2,Programación,3,Tarea completada,Sí,2.7
SESSION05184,Pregrado,Ciencias de la Computación,16/02/2025,18.73,5,Estudio,4,Tarea completada,Sí,3.8
SESSION05185,Pregrado,Biología,27/11/2024,9.05,2,Ayuda en tareas,3,Tarea completada,Sí,2.8
SESSION05186,Pregrado,Negocios,18/09/2024,8.06,2,Lluvia de ideas,2,Idea desarrollada,No,3.4
SESSION05187,Posgrado,Ingeniería,16/03/2025,31.49,11,Programación,4,Tarea completada,Sí,4.4
SESSION05188,Pregrado,Ciencias de la Computación,03/09/2024,8.91,3,Estudio,4,Idea desarrollada,Sí,3.1
SESSION05189,Secundaria,Ingeniería,20/07/2024,15.87,3,Redacción,4,Tarea completada,Sí,4.1
SESSION05190,Secundaria,Historia,22/12/2024,1.26,1,Programación,3,Tarea completada,Sí,2.4
SESSION05191,Pregrado,Psicología,05/06/2025,38.19,8,Estudio,4,Idea desarrollada,Sí,3.7
SESSION05192,Pregrado,Biología,17/10/2024,26.64,8,Programación,4,Tarea completada,Sí,4.6
SESSION05193,Posgrado,Psicología,14/09/2024,8.95,1,Estudio,5,Idea desarrollada,Sí,5.0
SESSION05194,Secundaria,Biología,01/06/2025,17.73,5,Redacción,4,Idea desarrollada,Sí,4.0
SESSION05195,Pregrado,Matemáticas,24/04/2025,10.97,2,Redacción,4,Idea desarrollada,Sí,5.0
SESSION05196,Pregrado,Negocios,27/04/2025,22.33,5,Estudio,3,Idea desarrollada,No,2.4
SESSION05197,Pregrado,Negocios,02/04/2025,19.56,4,Programación,5,Tarea completada,Sí,5.0
SESSION05198,Pregrado,Ciencias de la Computación,10/11/2024,12.74,4,Ayuda en tareas,4,Tarea completada,No,4.4
SESSION05199,Secundaria,Biología,11/12/2024,9.03,3,Estudio,3,Tarea completada,Sí,3.0
SESSION05200,Pregrado,Ingeniería,01/10/2024,9.99,2,Programación,4,Idea desarrollada,Sí,3.6
SESSION05201,Pregrado,Biología,13/01/2025,42.23,13,Redacción,5,Tarea completada,Sí,5.0
SESSION05202,Pregrado,Biología,16/04/2025,13.74,3,Redacción,3,Idea desarrollada,Sí,3.4
SESSION05203,Pregrado,Ciencias de la Computación,01/06/2025,3.09,1,Ayuda en tareas,3,Tarea completada,Sí,2.1
SESSION05204,Pregrado,Matemáticas,09/05/2025,19.45,6,Lluvia de ideas,5,Tarea completada,Sí,5.0
SESSION05205,Pregrado,Biología,25/09/2024,6.5,1,Redacción,4,Confundido,Sí,2.8
SESSION05206,Secundaria,Historia,02/11/2024,62.58,14,Programación,1,Abandonó,Sí,1.0
SESSION05207,Pregrado,Psicología,28/05/2025,15.82,5,Programación,4,Tarea completada,Sí,3.5
SESSION05208,Pregrado,Matemáticas,15/06/2025,4.97,1,Redacción,5,Idea desarrollada,Sí,5.0
SESSION05209,Posgrado,Biología,21/08/2024,4.98,1,Redacción,4,Idea desarrollada,Sí,4.2
SESSION05210,Pregrado,Negocios,04/12/2024,32.6,15,Redacción,4,Tarea completada,Sí,4.5
SESSION05211,Pregrado,Negocios,15/01/2025,14.35,3,Redacción,3,Idea desarrollada,No,3.1
SESSION05212,Posgrado,Historia,17/07/2024,14.81,3,Redacción,2,Idea desarrollada,Sí,1.4
SESSION05213,Posgrado,Biología,28/11/2024,13.07,4,Estudio,4,Tarea completada,Sí,3.8
SESSION05214,Pregrado,Psicología,24/05/2025,24.02,5,Programación,3,Abandonó,No,1.9
SESSION05215,Pregrado,Psicología,08/10/2024,29.5,8,Programación,2,Tarea completada,No,1.5
SESSION05216,Secundaria,Biología,21/01/2025,5.67,2,Programación,4,Tarea completada,Sí,4.2
SESSION05217,Posgrado,Negocios,10/12/2024,14.19,4,Redacción,5,Idea desarrollada,Sí,5.0
SESSION05218,Pregrado,Ingeniería,09/07/2024,13.05,4,Ayuda en tareas,2,Confundido,Sí,2.0
SESSION05219,Posgrado,Ingeniería,09/04/2025,14.02,3,Ayuda en tareas,4,Confundido,No,4.4
SESSION05220,Pregrado,Matemáticas,07/12/2024,16.04,3,Programación,4,Tarea completada,Sí,4.5
SESSION05221,Pregrado,Historia,14/12/2024,11.0,3,Estudio,4,Idea desarrollada,Sí,2.9
SESSION05222,Pregrado,Matemáticas,07/09/2024,24.61,7,Programación,5,Abandonó,No,4.2
SESSION05223,Pregrado,Matemáticas,07/02/2025,83.25,22,Programación,3,Tarea completada,No,4.1
SESSION05224,Secundaria,Ingeniería,22/01/2025,6.43,2,Redacción,3,Tarea completada,Sí,3.0
SESSION05225,Pregrado,Negocios,17/09/2024,7.4,2,Programación,5,Tarea completada,No,5.0
SESSION05226,Pregrado,Ingeniería,29/03/2025,8.2,1,Programación,4,Tarea completada,Sí,2.9
SESSION05227,Pregrado,Ciencias de la Computación,29/09/2024,18.21,4,Estudio,5,Abandonó,No,4.7
SESSION05228,Pregrado,Ingeniería,05/06/2025,4.77,1,Programación,5,Tarea completada,No,5.0
SESSION05229,Posgrado,Historia,18/10/2024,22.92,7,Investigación,2,Idea desarrollada,Sí,1.2
SESSION05230,Secundaria,Ciencias de la Computación,20/06/2025,17.42,7,Redacción,5,Idea desarrollada,No,5.0
SESSION05231,Pregrado,Psicología,20/01/2025,28.26,6,Programación,3,Tarea completada,Sí,1.7
SESSION05232,Posgrado,Ciencias de la Computación,05/01/2025,50.95,18,Ayuda en tareas,3,Tarea completada,Sí,2.9
SESSION05233,Secundaria,Psicología,07/09/2024,7.07,3,Estudio,2,Confundido,Sí,1.0
SESSION05234,Secundaria,Ciencias de la Computación,22/01/2025,11.14,3,Ayuda en tareas,4,Confundido,Sí,3.4
SESSION05235,Secundaria,Biología,19/10/2024,3.9,1,Ayuda en tareas,3,Idea desarrollada,Sí,2.9
SESSION05236,Pregrado,Ingeniería,31/08/2024,8.92,2,Programación,4,Confundido,No,4.8
SESSION05237,Secundaria,Ingeniería,25/10/2024,7.97,2,Estudio,5,Tarea completada,Sí,5.0
SESSION05238,Pregrado,Historia,30/04/2025,10.18,2,Estudio,5,Confundido,No,4.6
SESSION05239,Pregrado,Historia,20/09/2024,8.25,1,Redacción,3,Tarea completada,Sí,4.1
SESSION05240,Pregrado,Ciencias de la Computación,19/11/2024,33.47,6,Redacción,3,Tarea completada,Sí,2.7
SESSION05241,Pregrado,Ingeniería,16/06/2025,12.57,3,Programación,4,Idea desarrollada,Sí,4.4
SESSION05242,Pregrado,Matemáticas,29/04/2025,5.22,1,Programación,3,Tarea completada,Sí,2.0
SESSION05243,Pregrado,Ciencias de la Computación,11/06/2025,6.17,2,Estudio,3,Abandonó,No,3.0
SESSION05244,Secundaria,Ingeniería,23/02/2025,17.55,8,Redacción,4,Tarea completada,Sí,4.6
SESSION05245,Pregrado,Negocios,20/05/2025,15.38,5,Ayuda en tareas,5,Tarea completada,Sí,4.3
SESSION05246,Posgrado,Ingeniería,17/10/2024,17.58,3,Programación,3,Tarea completada,Sí,4.7
SESSION05247,Secundaria,Psicología,28/11/2024,8.45,2,Redacción,4,Idea desarrollada,Sí,4.3
SESSION05248,Pregrado,Negocios,14/06/2025,12.58,2,Redacción,2,Tarea completada,Sí,1.5
SESSION05249,Pregrado,Matemáticas,16/08/2024,35.36,13,Estudio,1,Confundido,Sí,1.0
SESSION05250,Pregrado,Psicología,19/01/2025,45.79,11,Programación,4,Tarea completada,No,3.7
SESSION05251,Pregrado,Ingeniería,12/07/2024,34.36,7,Ayuda en tareas,2,Idea desarrollada,Sí,1.6
SESSION05252,Pregrado,Biología,30/10/2024,3.41,1,Redacción,3,Idea desarrollada,Sí,2.3
SESSION05253,Pregrado,Historia,31/10/2024,11.97,3,Ayuda en tareas,2,Tarea completada,No,3.8
SESSION05254,Posgrado,Historia,14/07/2024,7.24,2,Estudio,4,Abandonó,No,3.9
SESSION05255,Pregrado,Historia,14/12/2024,18.89,6,Programación,2,Idea desarrollada,Sí,2.4
SESSION05256,Posgrado,Negocios,07/05/2025,48.47,14,Redacción,2,Idea desarrollada,No,3.9
SESSION05257,Posgrado,Psicología,13/12/2024,70.62,16,Ayuda en tareas,3,Idea desarrollada,Sí,1.2
SESSION05258,Secundaria,Biología,19/06/2025,26.05,8,Programación,3,Idea desarrollada,Sí,3.2
SESSION05259,Pregrado,Ciencias de la Computación,09/10/2024,24.13,6,Ayuda en tareas,4,Tarea completada,Sí,4.6
SESSION05260,Pregrado,Biología,24/03/2025,7.27,2,Ayuda en tareas,3,Confundido,Sí,3.5
SESSION05261,Pregrado,Psicología,13/07/2024,29.12,6,Estudio,4,Confundido,No,4.3
SESSION05262,Pregrado,Psicología,23/11/2024,25.84,9,Programación,3,Tarea completada,Sí,2.4
SESSION05263,Pregrado,Ciencias de la Computación,10/11/2024,21.98,9,Estudio,3,Tarea completada,No,2.6
SESSION05264,Posgrado,Historia,15/12/2024,43.6,12,Estudio,4,Tarea completada,No,3.7
SESSION05265,Pregrado,Biología,19/02/2025,5.6,1,Ayuda en tareas,5,Confundido,No,5.0
SESSION05266,Secundaria,Ciencias de la Computación,01/11/2024,20.57,5,Ayuda en tareas,4,Tarea completada,Sí,4.4
SESSION05267,Posgrado,Psicología,07/11/2024,32.1,7,Redacción,4,Confundido,No,5.0
SESSION05268,Posgrado,Biología,25/07/2024,22.9,7,Investigación,2,Idea desarrollada,Sí,2.6
SESSION05269,Secundaria,Negocios,12/11/2024,14.62,5,Programación,5,Tarea completada,Sí,4.2
SESSION05270,Pregrado,Ingeniería,25/11/2024,26.41,5,Lluvia de ideas,5,Idea desarrollada,No,4.2
SESSION05271,Pregrado,Biología,24/08/2024,7.48,3,Ayuda en tareas,5,Tarea completada,Sí,5.0
SESSION05272,Secundaria,Matemáticas,11/09/2024,24.53,7,Redacción,3,Tarea completada,Sí,1.9
SESSION05273,Pregrado,Negocios,29/01/2025,18.27,8,Redacción,3,Tarea completada,Sí,2.9
SESSION05274,Pregrado,Psicología,02/09/2024,25.94,11,Redacción,4,Abandonó,Sí,5.0
SESSION05275,Posgrado,Biología,03/04/2025,74.95,24,Redacción,3,Idea desarrollada,Sí,2.7
SESSION05276,Posgrado,Ingeniería,10/05/2025,9.95,4,Estudio,4,Idea desarrollada,No,4.6
SESSION05277,Pregrado,Negocios,27/06/2024,33.93,9,Lluvia de ideas,5,Tarea completada,Sí,5.0
SESSION05278,Pregrado,Matemáticas,09/02/2025,20.1,4,Ayuda en tareas,4,Tarea completada,Sí,3.5
SESSION05279,Pregrado,Matemáticas,07/07/2024,11.01,2,Redacción,3,Tarea completada,Sí,3.7
SESSION05280,Secundaria,Ingeniería,20/01/2025,23.13,4,Estudio,4,Abandonó,No,3.7
SESSION05281,Posgrado,Ingeniería,22/06/2025,28.09,10,Estudio,2,Confundido,Sí,1.9
SESSION05282,Pregrado,Negocios,31/10/2024,13.59,2,Programación,4,Tarea completada,Sí,4.2
SESSION05283,Posgrado,Matemáticas,09/06/2025,6.31,1,Redacción,5,Tarea completada,Sí,4.8
SESSION05284,Pregrado,Ingeniería,17/04/2025,35.98,8,Redacción,4,Tarea completada,Sí,3.4
SESSION05285,Pregrado,Psicología,28/10/2024,8.23,2,Ayuda en tareas,4,Confundido,No,5.0
SESSION05286,Pregrado,Negocios,04/08/2024,21.93,8,Redacción,4,Tarea completada,Sí,3.9
SESSION05287,Pregrado,Matemáticas,10/07/2024,5.99,2,Programación,4,Idea desarrollada,Sí,4.8
SESSION05288,Pregrado,Ciencias de la Computación,01/01/2025,11.1,2,Ayuda en tareas,2,Idea desarrollada,Sí,1.3
SESSION05289,Posgrado,Biología,23/02/2025,16.84,5,Programación,4,Tarea completada,Sí,3.3
SESSION05290,Pregrado,Ingeniería,22/03/2025,37.06,7,Lluvia de ideas,4,Confundido,Sí,4.2
SESSION05291,Pregrado,Ciencias de la Computación,22/10/2024,21.24,4,Redacción,1,Abandonó,Sí,2.5
SESSION05292,Pregrado,Matemáticas,03/04/2025,16.68,6,Estudio,4,Tarea completada,No,2.6
SESSION05293,Pregrado,Historia,04/07/2024,5.39,2,Ayuda en tareas,5,Tarea completada,Sí,5.0
SESSION05294,Posgrado,Psicología,09/03/2025,15.92,3,Ayuda en tareas,2,Idea desarrollada,Sí,2.4
SESSION05295,Pregrado,Ingeniería,12/02/2025,35.67,12,Ayuda en tareas,3,Abandonó,Sí,2.7
SESSION05296,Pregrado,Ciencias de la Computación,02/08/2024,5.64,1,Redacción,4,Idea desarrollada,Sí,4.8
SESSION05297,Secundaria,Biología,04/06/2025,51.3,18,Redacción,3,Confundido,No,2.4
SESSION05298,Pregrado,Psicología,22/09/2024,22.57,5,Programación,4,Tarea completada,Sí,3.6
SESSION05299,Pregrado,Historia,01/08/2024,4.15,1,Estudio,3,Idea desarrollada,Sí,3.9
SESSION05300,Posgrado,Ciencias de la Computación,26/07/2024,26.12,6,Ayuda en tareas,3,Confundido,No,2.6
SESSION05301,Secundaria,Negocios,01/08/2024,17.47,6,Estudio,2,Tarea completada,Sí,2.6
SESSION05302,Pregrado,Ciencias de la Computación,20/12/2024,42.49,15,Programación,3,Tarea completada,Sí,2.9
SESSION05303,Posgrado,Biología,22/04/2025,20.43,5,Estudio,4,Tarea completada,No,3.5
SESSION05304,Posgrado,Ingeniería,07/01/2025,3.61,1,Redacción,3,Idea desarrollada,Sí,2.9
SESSION05305,Pregrado,Matemáticas,24/06/2025,18.01,4,Programación,4,Tarea completada,Sí,4.5
SESSION05306,Pregrado,Ingeniería,21/11/2024,11.88,2,Redacción,3,Tarea completada,Sí,3.4
SESSION05307,Secundaria,Psicología,30/07/2024,41.2,16,Ayuda en tareas,3,Tarea completada,Sí,4.1
SESSION05308,Secundaria,Ingeniería,12/02/2025,1.18,1,Redacción,2,Idea desarrollada,No,2.2
SESSION05309,Secundaria,Psicología,17/03/2025,4.76,1,Ayuda en tareas,4,Tarea completada,Sí,3.9
SESSION05310,Pregrado,Matemáticas,01/07/2024,26.47,11,Estudio,2,Abandonó,Sí,1.8
SESSION05311,Posgrado,Psicología,18/08/2024,13.72,5,Redacción,4,Tarea completada,Sí,5.0
SESSION05312,Pregrado,Psicología,29/10/2024,19.97,4,Ayuda en tareas,3,Tarea completada,Sí,3.1
SESSION05313,Posgrado,Ciencias de la Computación,02/05/2025,21.59,7,Redacción,3,Abandonó,No,2.7
SESSION05314,Pregrado,Ciencias de la Computación,16/10/2024,35.74,13,Ayuda en tareas,3,Confundido,Sí,2.4
SESSION05315,Pregrado,Ciencias de la Computación,24/03/2025,10.41,2,Lluvia de ideas,4,Idea desarrollada,Sí,4.3
SESSION05316,Pregrado,Biología,13/12/2024,1.95,1,Redacción,4,Tarea completada,Sí,5.0
SESSION05317,Pregrado,Ingeniería,15/03/2025,14.16,4,Estudio,3,Tarea completada,Sí,2.3
SESSION05318,Posgrado,Ciencias de la Computación,22/11/2024,17.59,4,Lluvia de ideas,3,Idea desarrollada,Sí,4.2
SESSION05319,Posgrado,Biología,14/07/2024,6.75,1,Investigación,3,Confundido,No,3.7
SESSION05320,Pregrado,Psicología,17/03/2025,14.01,3,Ayuda en tareas,2,Tarea completada,Sí,1.0
SESSION05321,Secundaria,Biología,23/03/2025,13.77,6,Redacción,4,Tarea completada,Sí,5.0
SESSION05322,Pregrado,Ciencias de la Computación,31/08/2024,25.1,6,Estudio,5,Tarea completada,No,3.6
SESSION05323,Secundaria,Ingeniería,28/08/2024,2.8,1,Ayuda en tareas,3,Confundido,No,3.4
SESSION05324,Pregrado,Biología,25/02/2025,5.95,2,Ayuda en tareas,4,Confundido,Sí,5.0
SESSION05325,Pregrado,Psicología,03/07/2024,21.09,8,Programación,2,Confundido,No,2.7
SESSION05326,Secundaria,Biología,28/11/2024,13.82,3,Programación,3,Tarea completada,No,1.4
SESSION05327,Pregrado,Biología,29/03/2025,13.11,4,Estudio,4,Idea desarrollada,Sí,4.4
SESSION05328,Pregrado,Negocios,20/02/2025,3.27,1,Estudio,3,Confundido,Sí,1.6
SESSION05329,Pregrado,Historia,15/11/2024,56.36,12,Programación,4,Confundido,No,5.0
SESSION05330,Pregrado,Ingeniería,16/06/2025,11.44,2,Estudio,2,Abandonó,No,1.0
SESSION05331,Pregrado,Psicología,22/09/2024,26.08,9,Ayuda en tareas,3,Tarea completada,Sí,1.6
SESSION05332,Posgrado,Matemáticas,24/10/2024,16.84,4,Estudio,3,Idea desarrollada,No,2.2
SESSION05333,Pregrado,Biología,07/05/2025,19.23,6,Programación,3,Confundido,No,2.9
SESSION05334,Pregrado,Historia,16/06/2025,12.3,3,Redacción,2,Abandonó,Sí,2.4
SESSION05335,Secundaria,Biología,21/06/2025,15.84,6,Programación,4,Tarea completada,Sí,2.9
SESSION05336,Pregrado,Historia,06/10/2024,24.97,12,Programación,3,Tarea completada,Sí,3.2
SESSION05337,Posgrado,Biología,22/03/2025,2.5,1,Ayuda en tareas,5,Idea desarrollada,Sí,4.9
SESSION05338,Pregrado,Negocios,24/06/2025,31.09,8,Programación,5,Confundido,Sí,5.0
SESSION05339,Secundaria,Ciencias de la Computación,26/07/2024,25.73,5,Estudio,4,Confundido,No,5.0
SESSION05340,Pregrado,Historia,16/03/2025,16.93,3,Estudio,5,Tarea completada,Sí,4.0
SESSION05341,Pregrado,Ciencias de la Computación,31/08/2024,12.85,2,Programación,5,Abandonó,Sí,4.9
SESSION05342,Pregrado,Matemáticas,24/06/2024,18.58,5,Estudio,3,Idea desarrollada,Sí,3.2
SESSION05343,Secundaria,Ingeniería,05/06/2025,23.38,8,Redacción,3,Tarea completada,No,3.7
SESSION05344,Posgrado,Ciencias de la Computación,26/07/2024,52.52,11,Lluvia de ideas,2,Confundido,Sí,1.5
SESSION05345,Posgrado,Historia,09/03/2025,21.24,5,Redacción,2,Idea desarrollada,Sí,3.2
SESSION05346,Pregrado,Biología,15/08/2024,6.13,1,Estudio,3,Tarea completada,Sí,5.0
SESSION05347,Pregrado,Matemáticas,02/09/2024,18.58,3,Redacción,4,Tarea completada,Sí,3.3
SESSION05348,Pregrado,Ingeniería,11/12/2024,32.26,14,Redacción,3,Tarea completada,Sí,2.3
SESSION05349,Secundaria,Historia,08/06/2025,31.02,6,Estudio,3,Tarea completada,Sí,3.4
SESSION05350,Pregrado,Biología,23/10/2024,14.28,6,Ayuda en tareas,3,Tarea completada,Sí,2.5
SESSION05351,Pregrado,Psicología,24/04/2025,10.28,3,Ayuda en tareas,3,Idea desarrollada,Sí,4.1
SESSION05352,Secundaria,Matemáticas,28/04/2025,31.52,6,Estudio,3,Abandonó,Sí,3.1
SESSION05353,Pregrado,Negocios,08/06/2025,8.81,1,Redacción,3,Idea desarrollada,No,2.6
SESSION05354,Pregrado,Negocios,29/01/2025,19.64,5,Redacción,4,Confundido,Sí,5.0
SESSION05355,Pregrado,Ciencias de la Computación,09/11/2024,31.05,10,Estudio,4,Confundido,No,4.3
SESSION05356,Posgrado,Historia,28/05/2025,5.66,1,Ayuda en tareas,4,Tarea completada,Sí,4.7
SESSION05357,Pregrado,Ciencias de la Computación,17/07/2024,8.36,2,Estudio,5,Abandonó,No,5.0
SESSION05358,Pregrado,Psicología,28/06/2024,1.92,1,Estudio,5,Idea desarrollada,Sí,5.0
SESSION05359,Pregrado,Negocios,24/08/2024,13.42,3,Lluvia de ideas,3,Tarea completada,Sí,2.8
SESSION05360,Pregrado,Biología,23/05/2025,31.73,9,Estudio,5,Idea desarrollada,No,5.0
SESSION05361,Pregrado,Ciencias de la Computación,03/12/2024,21.76,5,Redacción,3,Abandonó,No,3.1
SESSION05362,Pregrado,Psicología,14/04/2025,42.66,16,Programación,4,Confundido,Sí,4.5
SESSION05363,Pregrado,Ciencias de la Computación,05/05/2025,15.56,4,Lluvia de ideas,5,Idea desarrollada,Sí,5.0
SESSION05364,Pregrado,Biología,22/03/2025,24.19,5,Redacción,2,Idea desarrollada,No,2.3
SESSION05365,Pregrado,Ciencias de la Computación,15/06/2025,13.67,2,Redacción,4,Idea desarrollada,No,3.9
SESSION05366,Secundaria,Ciencias de la Computación,13/07/2024,43.91,9,Estudio,4,Abandonó,No,4.0
SESSION05367,Secundaria,Ingeniería,24/07/2024,9.35,2,Ayuda en tareas,4,Tarea completada,Sí,2.7
SESSION05368,Posgrado,Biología,26/10/2024,11.63,3,Lluvia de ideas,3,Abandonó,No,2.4
SESSION05369,Pregrado,Negocios,06/08/2024,55.06,15,Redacción,4,Tarea completada,No,4.9
SESSION05370,Posgrado,Ciencias de la Computación,01/11/2024,28.95,7,Redacción,3,Idea desarrollada,No,3.9
SESSION05371,Posgrado,Biología,15/09/2024,17.21,7,Redacción,5,Tarea completada,Sí,4.7
SESSION05372,Pregrado,Psicología,25/05/2025,6.92,1,Programación,3,Tarea completada,Sí,3.8
SESSION05373,Secundaria,Matemáticas,30/03/2025,4.89,1,Redacción,4,Idea desarrollada,No,4.5
SESSION05374,Posgrado,Ingeniería,20/06/2025,7.12,2,Programación,2,Tarea completada,Sí,2.7
SESSION05375,Pregrado,Matemáticas,03/09/2024,4.32,1,Redacción,3,Idea desarrollada,No,3.4
SESSION05376,Posgrado,Negocios,11/06/2025,3.74,1,Redacción,5,Tarea completada,Sí,4.7
SESSION05377,Secundaria,Psicología,31/05/2025,14.78,7,Ayuda en tareas,3,Idea desarrollada,Sí,3.2
SESSION05378,Pregrado,Ciencias de la Computación,05/11/2024,48.85,19,Ayuda en tareas,2,Tarea completada,Sí,1.2
SESSION05379,Pregrado,Negocios,29/04/2025,12.1,4,Redacción,4,Confundido,Sí,2.8
SESSION05380,Pregrado,Matemáticas,05/03/2025,12.43,2,Estudio,4,Tarea completada,No,5.0
SESSION05381,Pregrado,Psicología,17/03/2025,8.02,1,Lluvia de ideas,3,Tarea completada,No,3.3
SESSION05382,Pregrado,Historia,17/03/2025,15.49,5,Investigación,4,Confundido,Sí,3.5
SESSION05383,Secundaria,Negocios,07/02/2025,61.57,18,Lluvia de ideas,4,Tarea completada,Sí,3.9
SESSION05384,Pregrado,Ciencias de la Computación,02/10/2024,12.25,3,Programación,4,Tarea completada,Sí,3.9
SESSION05385,Pregrado,Negocios,11/12/2024,8.28,3,Programación,3,Tarea completada,Sí,3.5
SESSION05386,Pregrado,Ingeniería,25/02/2025,26.37,8,Redacción,5,Idea desarrollada,Sí,5.0
SESSION05387,Secundaria,Matemáticas,04/06/2025,10.68,4,Redacción,4,Idea desarrollada,Sí,3.7
SESSION05388,Pregrado,Matemáticas,18/02/2025,34.53,12,Lluvia de ideas,2,Tarea completada,No,3.0
SESSION05389,Posgrado,Biología,02/11/2024,19.43,5,Estudio,3,Abandonó,Sí,2.1
SESSION05390,Secundaria,Matemáticas,06/07/2024,24.71,11,Redacción,5,Idea desarrollada,Sí,5.0
SESSION05391,Pregrado,Negocios,11/12/2024,10.17,2,Redacción,4,Idea desarrollada,Sí,3.5
SESSION05392,Posgrado,Historia,11/10/2024,14.53,3,Estudio,4,Confundido,No,3.9
SESSION05393,Pregrado,Biología,11/07/2024,24.28,7,Ayuda en tareas,4,Confundido,No,4.1
SESSION05394,Pregrado,Ingeniería,14/05/2025,20.99,4,Estudio,1,Tarea completada,Sí,1.7
SESSION05395,Secundaria,Matemáticas,01/01/2025,25.31,8,Redacción,4,Tarea completada,Sí,5.0
SESSION05396,Posgrado,Matemáticas,01/08/2024,22.25,5,Programación,4,Idea desarrollada,Sí,5.0
SESSION05397,Posgrado,Negocios,17/04/2025,31.87,8,Programación,3,Confundido,No,2.7
SESSION05398,Pregrado,Psicología,13/12/2024,12.74,4,Estudio,4,Tarea completada,Sí,4.1
SESSION05399,Posgrado,Historia,24/03/2025,7.52,1,Investigación,1,Tarea completada,Sí,2.5
SESSION05400,Pregrado,Matemáticas,06/09/2024,15.42,3,Redacción,4,Confundido,No,4.5
SESSION05401,Secundaria,Ciencias de la Computación,17/05/2025,13.17,4,Redacción,3,Confundido,No,1.7
SESSION05402,Posgrado,Historia,13/08/2024,5.22,1,Ayuda en tareas,3,Tarea completada,Sí,4.0
SESSION05403,Pregrado,Matemáticas,21/12/2024,22.07,5,Redacción,5,Idea desarrollada,Sí,5.0
SESSION05404,Secundaria,Matemáticas,10/02/2025,6.15,1,Redacción,4,Tarea completada,Sí,1.6
SESSION05405,Pregrado,Biología,23/01/2025,42.01,8,Ayuda en tareas,4,Tarea completada,Sí,5.0
SESSION05406,Pregrado,Psicología,13/07/2024,15.08,3,Redacción,3,Tarea completada,Sí,2.1
SESSION05407,Pregrado,Biología,20/06/2025,24.01,7,Programación,3,Tarea completada,Sí,3.1
SESSION05408,Pregrado,Ciencias de la Computación,08/11/2024,14.02,3,Redacción,5,Tarea completada,Sí,4.9
SESSION05409,Posgrado,Psicología,26/03/2025,5.75,1,Estudio,3,Confundido,Sí,3.9
SESSION05410,Pregrado,Matemáticas,08/04/2025,16.23,3,Estudio,3,Tarea completada,Sí,1.3
SESSION05411,Pregrado,Ciencias de la Computación,08/02/2025,36.09,9,Ayuda en tareas,4,Confundido,Sí,3.8
SESSION05412,Pregrado,Negocios,12/03/2025,17.37,4,Estudio,5,Idea desarrollada,Sí,5.0
SESSION05413,Pregrado,Matemáticas,13/11/2024,12.32,3,Redacción,3,Tarea completada,Sí,3.1
SESSION05414,Pregrado,Ciencias de la Computación,01/03/2025,8.47,1,Redacción,4,Tarea completada,Sí,2.9
SESSION05415,Secundaria,Matemáticas,04/07/2024,13.85,6,Lluvia de ideas,2,Abandonó,No,1.0
SESSION05416,Pregrado,Psicología,13/06/2025,25.48,7,Redacción,2,Idea desarrollada,Sí,2.1
SESSION05417,Secundaria,Ingeniería,21/09/2024,29.13,8,Estudio,3,Confundido,Sí,3.8
SESSION05418,Posgrado,Biología,09/03/2025,17.23,3,Programación,4,Tarea completada,Sí,3.3
SESSION05419,Pregrado,Historia,11/04/2025,10.3,4,Estudio,4,Tarea completada,Sí,4.7
SESSION05420,Pregrado,Psicología,12/05/2025,13.3,3,Estudio,1,Confundido,Sí,1.0
SESSION05421,Pregrado,Matemáticas,19/07/2024,46.69,11,Estudio,2,Confundido,Sí,1.0
SESSION05422,Pregrado,Ingeniería,12/07/2024,9.73,1,Redacción,2,Idea desarrollada,Sí,1.3
SESSION05423,Pregrado,Ingeniería,27/06/2024,50.17,16,Ayuda en tareas,4,Tarea completada,Sí,4.0
SESSION05424,Pregrado,Ciencias de la Computación,23/11/2024,28.01,10,Redacción,5,Confundido,Sí,4.8
SESSION05425,Secundaria,Matemáticas,13/10/2024,16.97,4,Redacción,3,Abandonó,No,2.8
SESSION05426,Posgrado,Negocios,14/03/2025,43.7,9,Programación,4,Abandonó,Sí,3.6
SESSION05427,Pregrado,Matemáticas,20/02/2025,4.9,1,Ayuda en tareas,4,Idea desarrollada,Sí,5.0
SESSION05428,Pregrado,Historia,15/09/2024,15.8,4,Redacción,2,Tarea completada,Sí,1.1
SESSION05429,Pregrado,Ingeniería,20/10/2024,22.27,4,Ayuda en tareas,4,Tarea completada,Sí,4.0
SESSION05430,Pregrado,Biología,20/04/2025,22.39,5,Programación,4,Tarea completada,Sí,3.7
SESSION05431,Pregrado,Psicología,31/03/2025,5.23,1,Redacción,4,Idea desarrollada,No,5.0
SESSION05432,Pregrado,Matemáticas,28/06/2024,18.08,6,Programación,3,Idea desarrollada,Sí,3.1
SESSION05433,Pregrado,Matemáticas,10/09/2024,10.1,4,Programación,4,Confundido,No,4.6
SESSION05434,Secundaria,Historia,18/03/2025,13.44,5,Estudio,5,Abandonó,No,4.2
SESSION05435,Pregrado,Ingeniería,07/06/2025,34.32,11,Estudio,4,Abandonó,No,5.0
